CustomerID,Recency,Frequency,Monetary,R,F,M,RFMGroup,RFMScore,RFM_Loyalty_Level,Cluster,Color
12877.0,3,12,1535.77,1,1,2,112,4,Platinum,1,green
12878.0,236,2,854.99,4,3,2,432,9,Silver,0,red
12879.0,44,3,573.22,2,2,3,223,7,Gold,2,blue
12881.0,275,1,298.0,4,4,4,444,12,Bronze,0,red
12882.0,9,2,1463.04,1,3,2,132,6,Gold,2,blue
12883.0,24,4,703.47,2,2,2,222,6,Gold,2,blue
12884.0,88,1,309.05,3,4,3,343,10,Silver,0,red
12885.0,63,3,1175.22,3,2,2,322,7,Gold,2,blue
12886.0,67,2,1378.4,3,3,2,332,8,Gold,2,blue
12888.0,214,2,354.12,4,3,3,433,10,Silver,0,red
12890.0,24,1,380.46999999999997,2,4,3,243,9,Silver,0,red
12891.0,185,3,331.0,4,2,3,423,9,Silver,0,red
12893.0,30,1,188.14,2,4,4,244,10,Silver,0,red
12895.0,42,2,372.8,2,3,3,233,8,Gold,0,red
12897.0,204,2,216.5,4,3,4,434,11,Bronze,0,red
12901.0,8,28,17654.54,1,1,1,111,3,Platinum,1,green
12902.0,264,1,138.68,4,4,4,444,12,Bronze,0,red
12904.0,18,2,509.58,2,3,3,233,8,Gold,2,blue
12906.0,11,5,2919.81,1,2,1,121,4,Platinum,1,green
12908.0,176,2,750.0,4,3,2,432,9,Silver,0,red
12909.0,39,5,2178.67,2,2,1,221,5,Platinum,2,blue
12910.0,23,8,3075.04,2,1,1,211,4,Platinum,1,green
12912.0,2,5,1662.3,1,2,1,121,4,Platinum,1,green
12913.0,4,5,2483.63,1,2,1,121,4,Platinum,1,green
12915.0,148,2,363.65,4,3,3,433,10,Silver,0,red
12916.0,138,4,3006.15,3,2,1,321,6,Gold,2,blue
12917.0,128,1,594.0,3,4,3,343,10,Silver,0,red
12919.0,8,6,1335.19,1,1,2,112,4,Platinum,1,green
12920.0,17,1,164.23,1,4,4,144,9,Silver,0,red
12921.0,9,37,16587.09,1,1,1,111,3,Platinum,1,green
12922.0,161,1,405.38,4,4,3,443,11,Bronze,0,red
12923.0,64,1,176.97,3,4,4,344,11,Bronze,0,red
12924.0,88,4,933.7,3,2,2,322,7,Gold,2,blue
12925.0,4,2,694.05,1,3,2,132,6,Gold,2,blue
12928.0,35,5,2062.7000000000003,2,2,1,221,5,Platinum,2,blue
12929.0,311,1,117.85,4,4,4,444,12,Bronze,0,red
12930.0,78,2,415.8,3,3,3,333,9,Silver,0,red
12931.0,21,15,42055.96,2,1,1,211,4,Platinum,1,green
12933.0,24,3,607.53,2,2,3,223,7,Gold,2,blue
12935.0,2,7,2160.7,1,1,1,111,3,Platinum,1,green
12936.0,17,4,1063.9,1,2,2,122,5,Platinum,2,blue
12937.0,15,4,1504.27,1,2,2,122,5,Platinum,2,blue
12938.0,25,1,114.14,2,4,4,244,10,Silver,0,red
12939.0,64,8,11581.8,3,1,1,311,5,Platinum,1,green
12940.0,54,2,913.54,3,3,2,332,8,Gold,2,blue
12942.0,131,3,683.9,3,2,2,322,7,Gold,2,blue
12944.0,35,2,604.51,2,3,3,233,8,Gold,2,blue
12945.0,288,1,462.95,4,4,3,443,11,Bronze,0,red
12947.0,143,6,1603.99,4,1,1,411,6,Gold,2,blue
12948.0,16,7,2064.95,1,1,1,111,3,Platinum,1,green
12949.0,30,8,4167.22,2,1,1,211,4,Platinum,1,green
12950.0,2,3,1843.0,1,2,1,121,4,Platinum,1,green
12951.0,8,6,1064.07,1,1,2,112,4,Platinum,1,green
12952.0,5,4,1387.79,1,2,2,122,5,Platinum,1,green
12953.0,9,1,329.85,1,4,3,143,8,Gold,0,red
12955.0,1,11,4757.16,1,1,1,111,3,Platinum,1,green
12956.0,306,1,108.07,4,4,4,444,12,Bronze,0,red
12957.0,9,8,4017.54,1,1,1,111,3,Platinum,1,green
12962.0,7,2,266.39,1,3,4,134,8,Gold,2,blue
12963.0,8,8,1856.63,1,1,1,111,3,Platinum,1,green
12965.0,89,1,771.91,3,4,2,342,9,Silver,0,red
12966.0,9,1,160.18,1,4,4,144,9,Silver,0,red
12967.0,358,2,1660.9,4,3,1,431,8,Gold,2,blue
12968.0,112,1,135.95,3,4,4,344,11,Bronze,0,red
12970.0,7,4,452.24,1,2,3,123,6,Gold,2,blue
12971.0,3,86,11189.91,1,1,1,111,3,Platinum,1,green
12974.0,197,1,144.8,4,4,4,444,12,Bronze,0,red
12976.0,211,1,738.6,4,4,2,442,10,Silver,0,red
12977.0,156,1,39.239999999999995,4,4,4,444,12,Bronze,0,red
12980.0,157,9,7374.900000000001,4,1,1,411,6,Gold,2,blue
12981.0,29,2,372.21999999999997,2,3,3,233,8,Gold,2,blue
12982.0,242,1,390.54,4,4,3,443,11,Bronze,0,red
12984.0,18,1,97.5,2,4,4,244,10,Silver,0,red
12985.0,1,2,1239.38,1,3,2,132,6,Gold,1,green
12987.0,73,2,558.7,3,3,3,333,9,Silver,2,blue
12988.0,292,1,535.32,4,4,3,443,11,Bronze,0,red
12989.0,3,15,6924.110000000001,1,1,1,111,3,Platinum,1,green
12990.0,31,3,409.5,2,2,3,223,7,Gold,2,blue
12991.0,23,2,503.76,2,3,3,233,8,Gold,2,blue
12993.0,23,4,414.76,2,2,3,223,7,Gold,2,blue
12994.0,4,3,974.4200000000001,1,2,2,122,5,Platinum,2,blue
12995.0,85,1,211.32,3,4,4,344,11,Bronze,0,red
12997.0,22,4,1226.89,2,2,2,222,6,Gold,2,blue
12999.0,196,3,455.88,4,2,3,423,9,Silver,0,red
13000.0,106,3,534.85,3,2,3,323,8,Gold,2,blue
13001.0,4,13,9818.82,1,1,1,111,3,Platinum,1,green
13002.0,318,1,120.94999999999999,4,4,4,444,12,Bronze,0,red
13003.0,105,3,149.05,3,2,4,324,9,Silver,0,red
13004.0,11,18,5655.91,1,1,1,111,3,Platinum,1,green
13005.0,173,2,513.7,4,3,3,433,10,Silver,0,red
13006.0,56,1,81.57,3,4,4,344,11,Bronze,0,red
13008.0,323,1,229.46999999999997,4,4,4,444,12,Bronze,0,red
13011.0,372,1,50.550000000000004,4,4,4,444,12,Bronze,0,red
13012.0,9,8,1661.8400000000001,1,1,1,111,3,Platinum,1,green
13013.0,1,13,4810.9400000000005,1,1,1,111,3,Platinum,1,green
13014.0,10,10,3466.2799999999997,1,1,1,111,3,Platinum,1,green
13015.0,53,5,3346.28,3,2,1,321,6,Gold,2,blue
13016.0,73,3,789.89,3,2,2,322,7,Gold,2,blue
13017.0,7,1,204.0,1,4,4,144,9,Silver,0,red
13018.0,16,28,7277.7,1,1,1,111,3,Platinum,1,green
13021.0,4,9,2616.38,1,1,1,111,3,Platinum,1,green
13023.0,64,2,689.9,3,3,2,332,8,Gold,2,blue
13026.0,1,5,975.36,1,2,2,122,5,Platinum,1,green
13027.0,113,6,6912.0,3,1,1,311,5,Platinum,2,blue
13028.0,22,2,661.3199999999999,2,3,2,232,7,Gold,2,blue
13029.0,30,3,1247.5,2,2,2,222,6,Gold,2,blue
13030.0,11,2,799.48,1,3,2,132,6,Gold,2,blue
13032.0,52,2,1010.18,3,3,2,332,8,Gold,2,blue
13033.0,357,1,190.55,4,4,4,444,12,Bronze,0,red
13034.0,54,2,642.77,3,3,3,333,9,Silver,2,blue
13035.0,73,2,921.88,3,3,2,332,8,Gold,2,blue
13037.0,138,3,881.07,3,2,2,322,7,Gold,2,blue
13038.0,80,3,908.46,3,2,2,322,7,Gold,2,blue
13040.0,8,2,676.99,1,3,2,132,6,Gold,2,blue
13043.0,273,1,516.42,4,4,3,443,11,Bronze,0,red
13044.0,291,1,560.47,4,4,3,443,11,Bronze,0,red
13045.0,99,1,305.28000000000003,3,4,3,343,10,Silver,0,red
13046.0,30,2,629.31,2,3,3,233,8,Gold,2,blue
13047.0,31,10,3237.54,2,1,1,211,4,Platinum,1,green
13048.0,14,4,1835.91,1,2,1,121,4,Platinum,2,blue
13049.0,64,2,656.6800000000001,3,3,2,332,8,Gold,2,blue
13050.0,14,17,5836.86,1,1,1,111,3,Platinum,1,green
13052.0,212,1,348.15000000000003,4,4,3,443,11,Bronze,0,red
13055.0,78,3,1214.41,3,2,2,322,7,Gold,2,blue
13058.0,24,3,271.40000000000003,2,2,4,224,8,Gold,2,blue
13059.0,249,1,183.4,4,4,4,444,12,Bronze,0,red
13060.0,253,1,307.53,4,4,3,443,11,Bronze,0,red
13061.0,72,1,248.61,3,4,4,344,11,Bronze,0,red
13062.0,191,1,346.98,4,4,3,443,11,Bronze,0,red
13064.0,12,4,1119.49,1,2,2,122,5,Platinum,2,blue
13065.0,373,1,205.86,4,4,4,444,12,Bronze,0,red
13066.0,24,2,470.8,2,3,3,233,8,Gold,2,blue
13067.0,82,1,115.46000000000001,3,4,4,344,11,Bronze,0,red
13068.0,10,2,344.0,1,3,3,133,7,Gold,2,blue
13069.0,1,24,4436.12,1,1,1,111,3,Platinum,1,green
13070.0,192,1,228.8,4,4,4,444,12,Bronze,0,red
13072.0,266,1,177.15,4,4,4,444,12,Bronze,0,red
13075.0,129,1,919.61,3,4,2,342,9,Silver,0,red
13077.0,1,4,729.27,1,2,2,122,5,Platinum,1,green
13078.0,3,26,12627.94,1,1,1,111,3,Platinum,1,green
13079.0,4,5,220.10000000000002,1,2,4,124,7,Gold,2,blue
13080.0,179,1,58.08,4,4,4,444,12,Bronze,0,red
13081.0,11,11,28337.38,1,1,1,111,3,Platinum,1,green
13082.0,126,9,3613.63,3,1,1,311,5,Platinum,2,blue
13083.0,4,2,303.75,1,3,3,133,7,Gold,2,blue
13085.0,157,2,416.08000000000004,4,3,3,433,10,Silver,0,red
13089.0,2,97,58825.83,1,1,1,111,3,Platinum,1,green
13090.0,8,14,8910.82,1,1,1,111,3,Platinum,1,green
13091.0,28,1,345.82,2,4,3,243,9,Silver,0,red
13092.0,70,5,477.83,3,2,3,323,8,Gold,2,blue
13093.0,275,8,7832.47,4,1,1,411,6,Gold,2,blue
13094.0,21,12,1927.3200000000002,2,1,1,211,4,Platinum,1,green
13095.0,70,1,74.39999999999999,3,4,4,344,11,Bronze,0,red
13097.0,32,10,6010.42,2,1,1,211,4,Platinum,1,green
13098.0,1,28,28882.44,1,1,1,111,3,Platinum,1,green
13099.0,99,1,207.35999999999999,3,4,4,344,11,Bronze,0,red
13101.0,234,1,101.19,4,4,4,444,12,Bronze,0,red
13102.0,1,24,6424.09,1,1,1,111,3,Platinum,1,green
13103.0,39,1,243.94,2,4,4,244,10,Silver,0,red
13104.0,3,6,1098.48,1,1,2,112,4,Platinum,1,green
13106.0,133,1,76.5,3,4,4,344,11,Bronze,0,red
13107.0,44,4,1531.6200000000001,2,2,2,222,6,Gold,2,blue
13108.0,372,1,350.06,4,4,3,443,11,Bronze,0,red
13109.0,59,2,786.54,3,3,2,332,8,Gold,2,blue
13110.0,31,7,1488.67,2,1,2,212,5,Platinum,2,blue
13113.0,1,24,12245.960000000001,1,1,1,111,3,Platinum,1,green
13115.0,11,4,2294.78,1,2,1,121,4,Platinum,2,blue
13116.0,138,1,501.14,3,4,3,343,10,Silver,0,red
13117.0,21,8,984.91,2,1,2,212,5,Platinum,2,blue
13118.0,19,5,1197.81,2,2,2,222,6,Gold,2,blue
13120.0,238,1,30.599999999999998,4,4,4,444,12,Bronze,0,red
13121.0,269,1,283.73,4,4,4,444,12,Bronze,0,red
13122.0,94,2,922.39,3,3,2,332,8,Gold,2,blue
13124.0,89,3,3866.33,3,2,1,321,6,Gold,2,blue
13126.0,4,8,2099.64,1,1,1,111,3,Platinum,1,green
13127.0,77,1,259.17,3,4,4,344,11,Bronze,0,red
13130.0,94,1,64.0,3,4,4,344,11,Bronze,0,red
13131.0,23,3,1073.3,2,2,2,222,6,Gold,2,blue
13132.0,261,1,77.3,4,4,4,444,12,Bronze,0,red
13133.0,273,2,109.8,4,3,4,434,11,Bronze,0,red
13134.0,85,4,1793.58,3,2,1,321,6,Gold,2,blue
13135.0,196,1,3096.0,4,4,1,441,9,Silver,2,blue
13136.0,56,5,2607.61,3,2,1,321,6,Gold,2,blue
13137.0,10,8,3650.41,1,1,1,111,3,Platinum,1,green
13138.0,22,6,962.39,2,1,2,212,5,Platinum,2,blue
13139.0,16,7,5064.94,1,1,1,111,3,Platinum,1,green
13140.0,108,3,423.72,3,2,3,323,8,Gold,2,blue
13141.0,84,5,2388.75,3,2,1,321,6,Gold,2,blue
13142.0,19,1,307.09,2,4,3,243,9,Silver,0,red
13144.0,332,1,110.95,4,4,4,444,12,Bronze,0,red
13145.0,39,4,618.52,2,2,3,223,7,Gold,2,blue
13146.0,26,1,228.91,2,4,4,244,10,Silver,0,red
13147.0,10,4,712.8000000000001,1,2,2,122,5,Platinum,2,blue
13148.0,29,12,3707.12,2,1,1,211,4,Platinum,1,green
13149.0,14,4,1676.06,1,2,1,121,4,Platinum,2,blue
13151.0,295,1,1257.8700000000001,4,4,2,442,10,Silver,0,red
13153.0,5,1,486.22,1,4,3,143,8,Gold,2,blue
13155.0,33,4,971.76,2,2,2,222,6,Gold,2,blue
13157.0,49,4,1741.22,2,2,1,221,5,Platinum,2,blue
13158.0,94,4,1201.06,3,2,2,322,7,Gold,2,blue
13159.0,8,4,1437.85,1,2,2,122,5,Platinum,2,blue
13160.0,22,1,91.8,2,4,4,244,10,Silver,0,red
13161.0,313,1,112.75,4,4,4,444,12,Bronze,0,red
13162.0,122,4,1688.29,3,2,1,321,6,Gold,2,blue
13165.0,46,2,1021.48,2,3,2,232,7,Gold,2,blue
13166.0,283,1,417.2,4,4,3,443,11,Bronze,0,red
13167.0,18,4,791.33,2,2,2,222,6,Gold,2,blue
13168.0,36,4,1319.19,2,2,2,222,6,Gold,2,blue
13169.0,63,2,712.88,3,3,2,332,8,Gold,2,blue
13170.0,26,1,116.00999999999999,2,4,4,244,10,Silver,0,red
13171.0,21,3,468.41,2,2,3,223,7,Gold,2,blue
13173.0,4,2,353.65,1,3,3,133,7,Gold,2,blue
13174.0,16,3,2817.03,1,2,1,121,4,Platinum,2,blue
13176.0,46,1,492.84,2,4,3,243,9,Silver,0,red
13177.0,64,1,282.45,3,4,4,344,11,Bronze,0,red
13178.0,26,11,5725.47,2,1,1,211,4,Platinum,1,green
13182.0,45,1,121.18,2,4,4,244,10,Silver,0,red
13183.0,7,9,3957.78,1,1,1,111,3,Platinum,1,green
13184.0,14,10,1701.29,1,1,1,111,3,Platinum,1,green
13185.0,267,1,71.4,4,4,4,444,12,Bronze,0,red
13186.0,39,3,1575.89,2,2,2,222,6,Gold,2,blue
13187.0,337,1,236.02,4,4,4,444,12,Bronze,0,red
13188.0,11,1,114.60000000000001,1,4,4,144,9,Silver,0,red
13189.0,18,2,260.68,2,3,4,234,9,Silver,2,blue
13192.0,95,2,911.94,3,3,2,332,8,Gold,2,blue
13193.0,61,1,117.88,3,4,4,344,11,Bronze,0,red
13194.0,135,1,60.7,3,4,4,344,11,Bronze,0,red
13196.0,11,4,1797.78,1,2,1,121,4,Platinum,2,blue
13198.0,10,6,3401.2400000000002,1,1,1,111,3,Platinum,1,green
13199.0,3,38,9817.12,1,1,1,111,3,Platinum,1,green
13200.0,19,4,870.09,2,2,2,222,6,Gold,2,blue
13203.0,9,4,869.46,1,2,2,122,5,Platinum,2,blue
13207.0,15,2,250.26000000000002,1,3,4,134,8,Gold,2,blue
13208.0,58,6,1223.9,3,1,2,312,6,Gold,2,blue
13209.0,30,8,5891.61,2,1,1,211,4,Platinum,1,green
13210.0,93,1,353.48,3,4,3,343,10,Silver,0,red
13211.0,10,3,1197.42,1,2,2,122,5,Platinum,2,blue
13212.0,19,3,788.08,2,2,2,222,6,Gold,2,blue
13213.0,56,5,1520.58,3,2,2,322,7,Gold,2,blue
13216.0,267,1,333.74,4,4,3,443,11,Bronze,0,red
13217.0,122,3,533.98,3,2,3,323,8,Gold,2,blue
13218.0,127,1,62.63999999999999,3,4,4,344,11,Bronze,0,red
13220.0,78,4,819.2900000000001,3,2,2,322,7,Gold,2,blue
13221.0,240,2,847.41,4,3,2,432,9,Silver,0,red
13223.0,200,2,163.20000000000002,4,3,4,434,11,Bronze,0,red
13224.0,60,2,2155.95,3,3,1,331,7,Gold,2,blue
13225.0,3,7,6463.84,1,1,1,111,3,Platinum,1,green
13226.0,273,1,108.21000000000001,4,4,4,444,12,Bronze,0,red
13227.0,201,1,257.7,4,4,4,444,12,Bronze,0,red
13228.0,81,1,358.0,3,4,3,343,10,Silver,0,red
13229.0,225,1,160.95,4,4,4,444,12,Bronze,0,red
13230.0,4,14,2806.97,1,1,1,111,3,Platinum,1,green
13232.0,12,7,1357.6,1,1,2,112,4,Platinum,1,green
13233.0,74,2,605.12,3,3,3,333,9,Silver,2,blue
13235.0,212,1,1031.07,4,4,2,442,10,Silver,0,red
13236.0,24,2,744.85,2,3,2,232,7,Gold,2,blue
13238.0,17,4,700.73,1,2,2,122,5,Platinum,2,blue
13239.0,261,1,329.56,4,4,3,443,11,Bronze,0,red
13240.0,96,4,663.65,3,2,2,322,7,Gold,2,blue
13242.0,112,3,270.40000000000003,3,2,4,324,9,Silver,0,red
13243.0,203,1,600.07,4,4,3,443,11,Bronze,0,red
13244.0,92,1,121.74000000000001,3,4,4,344,11,Bronze,0,red
13245.0,50,1,430.5,2,4,3,243,9,Silver,0,red
13246.0,18,6,1987.3,2,1,1,211,4,Platinum,2,blue
13247.0,17,4,501.12,1,2,3,123,6,Gold,2,blue
13248.0,124,2,465.68,3,3,3,333,9,Silver,0,red
13249.0,92,3,711.41,3,2,2,322,7,Gold,2,blue
13253.0,156,2,1030.4,4,3,2,432,9,Silver,2,blue
13255.0,9,2,399.51,1,3,3,133,7,Gold,2,blue
13256.0,14,1,1.0,1,4,4,144,9,Silver,0,red
13258.0,11,3,698.58,1,2,2,122,5,Platinum,2,blue
13259.0,61,1,292.32,3,4,4,344,11,Bronze,0,red
13260.0,61,1,557.62,3,4,3,343,10,Silver,0,red
13261.0,268,2,944.1,4,3,2,432,9,Silver,0,red
13262.0,263,1,200.29,4,4,4,444,12,Bronze,0,red
13263.0,1,35,7454.07,1,1,1,111,3,Platinum,1,green
13265.0,53,5,2107.66,3,2,1,321,6,Gold,2,blue
13266.0,11,12,3834.2599999999998,1,1,1,111,3,Platinum,1,green
13267.0,2,19,4521.49,1,1,1,111,3,Platinum,1,green
13268.0,17,11,3214.69,1,1,1,111,3,Platinum,1,green
13269.0,1,15,5346.2300000000005,1,1,1,111,3,Platinum,1,green
13270.0,366,1,590.0,4,4,3,443,11,Bronze,0,red
13271.0,37,1,217.38,2,4,4,244,10,Silver,0,red
13272.0,31,2,276.56,2,3,4,234,9,Silver,0,red
13273.0,113,1,138.98,3,4,4,344,11,Bronze,0,red
13276.0,63,2,590.9300000000001,3,3,3,333,9,Silver,2,blue
13277.0,15,4,258.4,1,2,4,124,7,Gold,2,blue
13278.0,40,1,542.73,2,4,3,243,9,Silver,0,red
13279.0,78,1,137.75,3,4,4,344,11,Bronze,0,red
13280.0,122,3,814.86,3,2,2,322,7,Gold,2,blue
13282.0,18,3,1132.14,2,2,2,222,6,Gold,2,blue
13283.0,59,2,93.66,3,3,4,334,10,Silver,0,red
13284.0,330,1,201.19,4,4,4,444,12,Bronze,0,red
13285.0,23,4,2709.12,2,2,1,221,5,Platinum,2,blue
13291.0,155,1,361.11,4,4,3,443,11,Bronze,0,red
13292.0,38,2,578.9399999999999,2,3,3,233,8,Gold,2,blue
13294.0,189,2,873.74,4,3,2,432,9,Silver,0,red
13295.0,359,1,201.20000000000002,4,4,4,444,12,Bronze,0,red
13296.0,137,1,87.4,3,4,4,344,11,Bronze,0,red
13297.0,7,4,2089.85,1,2,1,121,4,Platinum,1,green
13298.0,1,1,360.0,1,4,3,143,8,Gold,2,blue
13299.0,268,1,142.5,4,4,4,444,12,Bronze,0,red
13300.0,169,1,371.89,4,4,3,443,11,Bronze,0,red
13301.0,103,4,618.09,3,2,3,323,8,Gold,2,blue
13302.0,155,1,63.75,4,4,4,444,12,Bronze,0,red
13304.0,351,1,300.42,4,4,3,443,11,Bronze,0,red
13305.0,4,10,2000.86,1,1,1,111,3,Platinum,1,green
13307.0,120,1,15.0,3,4,4,344,11,Bronze,0,red
13308.0,22,3,1385.51,2,2,2,222,6,Gold,2,blue
13309.0,7,5,1456.79,1,2,2,122,5,Platinum,1,green
13310.0,28,3,1132.03,2,2,2,222,6,Gold,2,blue
13311.0,4,2,598.57,1,3,3,133,7,Gold,2,blue
13313.0,22,5,1555.32,2,2,2,222,6,Gold,2,blue
13314.0,1,3,775.94,1,2,2,122,5,Platinum,1,green
13316.0,37,4,5977.7300000000005,2,2,1,221,5,Platinum,2,blue
13317.0,66,6,2273.68,3,1,1,311,5,Platinum,2,blue
13318.0,1,3,640.76,1,2,3,123,6,Gold,1,green
13319.0,5,26,10845.550000000001,1,1,1,111,3,Platinum,1,green
13320.0,78,4,1548.7,3,2,2,322,7,Gold,2,blue
13321.0,72,2,567.36,3,3,3,333,9,Silver,2,blue
13322.0,17,1,199.48000000000002,1,4,4,144,9,Silver,0,red
13323.0,3,5,787.85,1,2,2,122,5,Platinum,1,green
13324.0,36,10,7121.95,2,1,1,211,4,Platinum,1,green
13325.0,81,1,675.3,3,4,2,342,9,Silver,0,red
13327.0,38,8,3627.77,2,1,1,211,4,Platinum,1,green
13328.0,316,1,1308.48,4,4,2,442,10,Silver,0,red
13329.0,31,2,789.0,2,3,2,232,7,Gold,2,blue
13330.0,92,3,1140.93,3,2,2,322,7,Gold,2,blue
13332.0,14,1,350.9,1,4,3,143,8,Gold,0,red
13334.0,82,3,3536.82,3,2,1,321,6,Gold,2,blue
13336.0,77,1,795.12,3,4,2,342,9,Silver,0,red
13338.0,157,1,487.02,4,4,3,443,11,Bronze,0,red
13339.0,200,1,860.12,4,4,2,442,10,Silver,0,red
13340.0,45,7,10736.48,2,1,1,211,4,Platinum,1,green
13341.0,260,1,775.85,4,4,2,442,10,Silver,0,red
13343.0,177,1,353.43,4,4,3,443,11,Bronze,0,red
13344.0,67,3,2543.72,3,2,1,321,6,Gold,2,blue
13345.0,287,1,389.5,4,4,3,443,11,Bronze,0,red
13347.0,70,1,341.36,3,4,3,343,10,Silver,0,red
13348.0,64,1,233.76,3,4,4,344,11,Bronze,0,red
13349.0,10,1,247.32,1,4,4,144,9,Silver,0,red
13350.0,16,2,979.12,1,3,2,132,6,Gold,2,blue
13351.0,66,1,373.94,3,4,3,343,10,Silver,0,red
13352.0,60,1,397.97999999999996,3,4,3,343,10,Silver,0,red
13354.0,71,1,743.53,3,4,2,342,9,Silver,0,red
13355.0,122,1,674.7,3,4,2,342,9,Silver,0,red
13356.0,80,1,768.24,3,4,2,342,9,Silver,0,red
13357.0,257,1,609.95,4,4,3,443,11,Bronze,0,red
13358.0,268,1,439.03,4,4,3,443,11,Bronze,0,red
13359.0,63,1,439.56,3,4,3,343,10,Silver,0,red
13362.0,9,4,3090.7400000000002,1,2,1,121,4,Platinum,1,green
13363.0,17,2,992.5,1,3,2,132,6,Gold,2,blue
13364.0,71,1,134.95999999999998,3,4,4,344,11,Bronze,0,red
13365.0,33,2,2225.37,2,3,1,231,6,Gold,2,blue
13366.0,50,1,56.160000000000004,2,4,4,244,10,Silver,0,red
13368.0,256,2,623.4,4,3,3,433,10,Silver,0,red
13369.0,365,1,308.28000000000003,4,4,3,443,11,Bronze,0,red
13370.0,371,1,754.87,4,4,2,442,10,Silver,0,red
13372.0,89,1,378.64,3,4,3,343,10,Silver,0,red
13373.0,60,3,3312.25,3,2,1,321,6,Gold,2,blue
13375.0,88,1,778.65,3,4,2,342,9,Silver,0,red
13376.0,99,3,1019.76,3,2,2,322,7,Gold,2,blue
13379.0,26,3,572.56,2,2,3,223,7,Gold,2,blue
13381.0,31,6,3639.31,2,1,1,211,4,Platinum,1,green
13382.0,280,1,222.99,4,4,4,444,12,Bronze,0,red
13384.0,30,7,4151.93,2,1,1,211,4,Platinum,1,green
13385.0,329,1,534.57,4,4,3,443,11,Bronze,0,red
13388.0,131,2,677.1,3,3,2,332,8,Gold,0,red
13389.0,11,3,797.96,1,2,2,122,5,Platinum,2,blue
13390.0,74,1,544.08,3,4,3,343,10,Silver,0,red
13391.0,203,1,59.8,4,4,4,444,12,Bronze,0,red
13394.0,1,8,2520.02,1,1,1,111,3,Platinum,1,green
13395.0,185,1,307.72,4,4,3,443,11,Bronze,0,red
13396.0,29,2,1360.99,2,3,2,232,7,Gold,2,blue
13397.0,72,5,1544.13,3,2,2,322,7,Gold,2,blue
13398.0,192,1,457.34,4,4,3,443,11,Bronze,0,red
13402.0,127,2,621.23,3,3,3,333,9,Silver,0,red
13403.0,17,1,75.0,1,4,4,144,9,Silver,0,red
